knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K00222	720.20	full	all	0.527349	834	810	2162	545	2.98	0.590	Delta14-sterol reductase [EC:1.3.1.70]
K00223	458.63	full	all	0.993865	248	243	2062	859	1.65	0.590	Delta24(24(1))-sterol reductase [EC:1.3.1.71]
K00224	242.13	domain	trim	0.997799	716	682	1042	420	1.66	0.590	chloroplastic oxoene reductase [EC:1.3.1.-]
K00225	543.63	full	all	1.000000	213	206	1841	609	1.13	0.589	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]
K00226	248.00	domain	trim	0.736621	1357	1123	1258	433	7.13	0.590	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00227	130.63	domain	all	0.979067	1591	1523	2225	514	7.83	0.590	Delta7-sterol 5-desaturase [EC:1.14.19.20]
K00228	76.40	full	all	0.999690	5433	4832	3782	446	2.96	0.590	coproporphyrinogen III oxidase [EC:1.3.3.3]
K00230	67.57	full	all	0.993193	1897	1548	1213	341	12.27	0.590	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231	142.63	domain	all	0.986608	4304	3895	7326	621	12.40	0.590	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00232	174.90	domain	all	0.891555	4580	4433	9565	796	7.34	0.590	acyl-CoA oxidase [EC:1.3.3.6]
K00233	971.50	full	all	0.998420	381	320	749	656	0.71	0.593	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12]
K00234	1126.37	full	all	0.931069	1470	1388	3924	807	1.36	0.589	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
K00235	479.70	full	all	0.855961	1653	1523	2165	385	2.29	0.590	succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
K00236	135.13	full	all	0.870345	1234	1138	1540	304	9.19	0.590	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
K00237	100.23	full	all	0.977313	1003	924	1116	214	6.14	0.590	succinate dehydrogenase (ubiquinone) membrane anchor subunit
K00239	639.07	domain	all	0.695074	8562	7091	3066	647	3.84	0.590	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
K00240	163.50	domain	all	0.641913	8616	6629	1741	319	3.84	0.590	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
K00241	56.07	domain	all	0.841469	7693	6000	2020	281	17.51	0.590	succinate dehydrogenase cytochrome b subunit
K00242	62.70	domain	trim	0.935302	4711	3435	769	172	11.23	0.590	succinate dehydrogenase membrane anchor subunit
K00243	150.00	full	all	0.999786	2832	2336	1330	412	5.17	0.590	uncharacterized protein
K00244	696.00	full	all	0.961141	992	692	962	588	1.01	0.590	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
K00245	287.40	domain	all	0.937735	1005	587	681	321	1.61	0.591	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
K00246	50.20	full	all	0.996720	998	609	267	135	3.76	0.590	succinate dehydrogenase subunit C
K00247	41.83	full	trim	0.995662	1006	579	254	124	3.71	0.590	succinate dehydrogenase subunit D
K00248	534.67	domain	all	0.755858	2698	2452	2702	577	4.93	0.590	butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249	402.33	full	all	0.366964	14370	12943	7700	519	11.91	0.590	acyl-CoA dehydrogenase [EC:1.3.8.7]
K00251	580.17	domain	all	0.955530	510	478	944	456	1.13	0.591	3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]
K00252	516.40	full	all	0.943992	5690	5138	3434	823	3.86	0.590	glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00253	483.27	full	trim	0.973233	3447	3098	2753	576	3.35	0.590	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K00254	178.53	domain	all	0.980678	7400	6499	6086	656	7.71	0.590	dihydroorotate dehydrogenase [EC:1.3.5.2]
K00255	589.83	full	all	0.748954	2848	2567	2125	624	3.10	0.590	long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]
K00257	419.43	domain	all	0.994536	141	94	582	385	1.10	0.590	acyl-ACP dehydrogenase [EC:1.3.99.-]
K00258	316.43	full	all	1.000000	12	12	345	305	0.90	0.589	swainsonine biosynthesis oxidoreductase SwnR [EC:1.3.1.-]
K00259	288.67	full	trim	0.996115	5672	5035	963	455	4.63	0.590	alanine dehydrogenase [EC:1.4.1.1]
K00260	634.00	domain	all	0.866948	1072	811	773	416	1.41	0.589	glutamate dehydrogenase [EC:1.4.1.2]
K00261	516.63	full	all	0.805328	4634	4130	4837	571	4.43	0.590	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K00262	473.73	domain	all	0.974517	5055	4285	2899	953	3.22	0.590	glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K00263	425.67	full	all	0.728909	2306	1953	1312	462	3.34	0.590	leucine dehydrogenase [EC:1.4.1.9]
K00264	2601.27	full	all	0.986032	660	654	8650	2418	1.03	0.590	glutamate synthase (NADH) [EC:1.4.1.14]
K00265	1951.83	domain	all	0.724830	6290	5660	5018	1543	2.09	0.590	glutamate synthase (NADPH) large chain [EC:1.4.1.13]
K00266	519.53	domain	all	0.834839	7717	6712	4473	630	4.68	0.590	glutamate synthase (NADPH) small chain [EC:1.4.1.13]
K00270	524.73	full	all	0.938772	112	102	436	373	1.12	0.589	phenylalanine dehydrogenase [EC:1.4.1.20]
K00271	490.73	full	trim	0.969110	439	413	589	357	0.96	0.590	valine dehydrogenase (NAD+) [EC:1.4.1.23]
K00272	423.23	full	all	0.767468	821	805	2716	452	3.48	0.590	D-aspartate oxidase [EC:1.4.3.1]
K00273	155.27	full	all	0.575173	1765	1688	3841	400	6.10	0.590	D-amino-acid oxidase [EC:1.4.3.3]
K00274	308.87	domain	all	0.651834	3958	3725	6806	773	14.93	0.590	monoamine oxidase [EC:1.4.3.4]
K00275	30.20	domain	all	0.935848	7755	6824	3898	417	16.18	0.590	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K00276	556.80	full	all	0.924290	3828	3673	9981	961	8.28	0.590	primary-amine oxidase [EC:1.4.3.21]
K00277	522.63	domain	trim	0.965274	794	749	1815	491	1.37	0.590	protein-lysine 6-oxidase [EC:1.4.3.13]
K00278	526.50	full	all	0.966661	6132	5481	5821	659	3.45	0.590	L-aspartate oxidase [EC:1.4.3.16]
K00279	202.50	full	all	0.999692	1705	1625	2891	626	2.57	0.590	cytokinin dehydrogenase [EC:1.5.99.12]
K00280	446.93	domain	all	0.925378	2051	2005	8679	981	6.67	0.590	lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]
K00281	650.37	full	all	0.999911	6112	5616	5695	1446	1.74	0.590	glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]
K00282	415.20	domain	trim	0.996845	2140	1900	1060	473	2.29	0.590	glycine cleavage system P protein (glycine dehydrogenase) subunit 1 [EC:1.4.4.2]
K00283	534.40	domain	all	0.996273	2132	1882	1508	606	1.75	0.590	glycine cleavage system P protein (glycine dehydrogenase) subunit 2 [EC:1.4.4.2]
K00284	2319.13	domain	all	0.631178	822	794	4190	1619	1.60	0.590	glutamate synthase (ferredoxin) [EC:1.4.7.1]
K00285	345.87	full	all	0.966532	4987	4338	1770	534	6.09	0.590	D-amino-acid dehydrogenase [EC:1.4.5.1]
K00286	176.03	full	all	0.956855	11848	10298	5713	451	11.49	0.590	pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00287	46.73	domain	all	0.903292	8430	7073	3486	295	10.86	0.590	dihydrofolate reductase [EC:1.5.1.3]
K00288	1434.97	full	all	0.949034	999	985	3337	1042	1.38	0.590	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]
K00289	732.00	domain	all	0.997494	1009	1000	3807	1144	1.03	0.592	formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
K00290	258.03	full	all	0.996399	420	415	2148	855	2.24	0.590	saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]
K00293	720.60	full	all	0.840040	165	160	1973	461	1.01	0.588	saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]
K00294	483.73	full	all	0.930190	3637	3331	4079	638	3.19	0.590	1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00295	373.87	full	trim	0.942536	219	207	1034	437	2.17	0.590	methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15]
K00296	535.00	full	all	1.000000	8	6	417	391	0.62	0.588	D-nopaline dehydrogenase [EC:1.5.1.19]
K00297	197.87	domain	all	0.751428	7482	6404	3381	618	9.80	0.590	methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]
K00298	326.37	full	trim	0.965556	117	99	465	332	1.62	0.590	N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]
K00299	92.23	domain	all	0.963977	4110	3498	2065	254	6.17	0.590	FMN reductase [EC:1.5.1.38]
K00300	340.83	full	all	1.000000	149	139	400	285	1.06	0.591	methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.5 1.5.1.-]
K00301	424.30	domain	all	0.725767	1039	1008	1473	472	5.39	0.590	sarcosine oxidase [EC:1.5.3.1]
K00302	1336.87	full	trim	0.891754	1442	1305	2616	1193	1.99	0.590	sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]
K00303	636.70	full	all	0.910363	1434	1143	560	416	1.02	0.590	sarcosine oxidase, subunit beta [EC:1.5.3.24 1.5.3.1]
K00304	112.80	domain	all	0.908394	1398	1114	338	159	3.26	0.590	sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]
K00305	130.23	domain	all	0.875904	1418	1261	748	251	11.38	0.590	sarcosine oxidase, subunit gamma [EC:1.5.3.24 1.5.3.1]
K00306	340.33	full	all	0.801219	1439	1411	4286	605	6.65	0.590	sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
K00307	856.13	full	all	1.000000	6	5	558	540	0.50	0.585	reticuline oxidase [EC:1.21.3.3]
K00308	642.63	domain	all	0.880971	571	565	3816	637	3.09	0.590	N1-acetylpolyamine oxidase [EC:1.5.3.13]
K00309	843.97	domain	all	0.998723	406	392	1710	816	1.06	0.590	dimethylglycine oxidase [EC:1.5.3.10]
K00310	539.60	full	all	0.902357	16	14	264	243	0.39	0.586	pyrimidodiazepine synthase [EC:1.5.4.1]
K00311	244.97	full	all	0.985970	4254	3867	4337	706	2.55	0.590	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
K00312	475.40	full	all	0.981088	895	562	1900	563	1.82	0.590	wingless-type MMTV integration site family, member 3
K00313	302.37	full	all	0.998960	1279	962	1055	448	2.36	0.590	electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]
K00314	712.27	full	all	0.995532	679	672	2911	984	1.60	0.590	sarcosine dehydrogenase [EC:1.5.8.3]
K00315	785.93	full	trim	0.995025	1329	1309	2411	921	1.81	0.589	dimethylglycine dehydrogenase [EC:1.5.8.4]
K00316	333.77	full	all	1.000000	303	275	1072	617	2.66	0.590	spermidine dehydrogenase [EC:1.5.99.6]
K00317	716.47	full	all	1.000000	251	243	1129	693	1.23	0.589	dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
K00318	181.00	domain	all	0.656552	3958	3619	4659	480	7.04	0.590	proline dehydrogenase [EC:1.5.5.2]
K00319	332.83	full	all	1.000000	133	113	320	276	0.89	0.588	methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]
K00320	221.33	full	all	0.901618	766	717	918	395	8.89	0.590	5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
K00322	389.03	full	all	0.990412	2099	1527	2360	516	3.21	0.590	NAD(P) transhydrogenase [EC:1.6.1.1]
K00323	883.87	domain	all	0.997188	924	893	3729	1089	1.06	0.589	proton-translocating NAD(P)+ transhydrogenase [EC:7.1.1.1]
K00324	258.10	domain	trim	0.685555	7562	6078	2018	468	4.74	0.590	proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1]
K00325	646.03	full	all	0.949290	4773	3941	3000	891	3.56	0.590	proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1]
K00326	156.37	full	all	0.810554	4096	3894	7671	537	13.06	0.590	cytochrome-b5 reductase [EC:1.6.2.2]
K00327	565.83	full	all	0.963460	1659	1610	5355	808	3.88	0.590	NADPH-ferrihemoprotein reductase [EC:1.6.2.4]
K00330	126.33	domain	all	0.858857	6456	4639	1047	263	9.30	0.590	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
K00331	282.73	domain	all	0.651361	6469	4425	1517	372	3.84	0.590	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
K00332	202.33	full	all	0.732100	4878	4290	4718	347	8.55	0.590	NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]
K00333	515.07	domain	all	0.641132	5029	4330	1987	503	2.79	0.590	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]
K00334	152.43	domain	all	0.622445	5791	4541	2207	329	11.21	0.590	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
K00335	602.73	domain	all	0.757310	6037	5033	4172	607	5.04	0.590	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
K00336	713.63	full	all	0.689398	5310	4738	4608	904	7.17	0.590	NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
K00337	402.20	full	all	0.866683	6600	5413	3873	619	5.12	0.590	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
K00338	134.93	domain	all	0.680007	6313	4668	2164	307	7.92	0.590	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
K00339	128.17	full	all	0.870976	6352	5153	2541	259	10.31	0.590	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
K00340	95.37	full	all	0.876039	6282	4188	565	194	7.03	0.590	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
K00341	554.10	full	all	0.857087	6440	5715	8689	750	3.95	0.590	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
K00342	544.77	full	all	0.815938	6798	5908	4849	575	5.21	0.590	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
K00343	326.10	domain	all	0.888118	6416	5556	4322	662	6.77	0.590	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
K00344	276.87	domain	all	0.778623	13886	12673	7358	544	13.42	0.590	NADPH:quinone reductase [EC:1.6.5.5]
K00345	67.27	full	all	0.998505	378	336	496	247	1.95	0.590	NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:7.1.1.-]
K00346	213.53	full	all	0.998568	1686	1394	862	447	2.34	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]
K00347	284.57	full	trim	0.982052	1761	1375	1223	441	2.49	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]
K00348	98.87	domain	all	0.996765	1781	1397	1525	559	4.32	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]
K00349	230.37	full	all	0.997139	1772	1226	412	208	1.55	0.591	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]
K00350	222.40	full	all	0.993011	1832	1217	469	227	1.30	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]
K00351	303.17	full	all	0.995446	1828	1432	1643	590	2.87	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]
K00354	450.20	domain	trim	0.489370	1519	1388	1260	437	3.80	0.590	NADPH2 dehydrogenase [EC:1.6.99.1]
K00355	114.77	domain	all	0.873583	4236	3766	2172	434	9.94	0.590	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K00357	98.37	full	all	0.991989	825	743	1334	303	2.49	0.590	dihydropteridine reductase [EC:1.5.1.34]
K00359	464.63	domain	all	0.988843	580	498	447	335	0.99	0.591	NADPH:quinone reductase [EC:1.6.5.5]
K00360	562.77	domain	all	0.746301	407	397	1953	624	2.79	0.590	assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]
K00361	1757.03	full	all	0.970326	248	228	1513	1357	0.82	0.590	nitrite reductase [NAD(P)H] [EC:1.7.1.4]
K00362	1308.87	domain	all	0.850337	2489	2164	3195	1331	1.89	0.590	nitrite reductase (NADH) large subunit [EC:1.7.1.15]
K00363	142.47	domain	all	0.871537	2399	1911	662	216	5.51	0.590	nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K00364	333.03	domain	all	0.967412	3077	2406	1896	436	2.01	0.589	GMP reductase [EC:1.7.1.7]
K00365	207.77	full	all	0.997523	1705	1619	1994	435	3.23	0.590	urate oxidase [EC:1.7.3.3]
K00366	598.63	full	all	0.841881	1242	1166	3361	714	5.50	0.590	ferredoxin-nitrite reductase [EC:1.7.7.1]
K00367	1032.37	domain	all	0.834951	415	396	2082	858	2.24	0.590	ferredoxin-nitrate reductase [EC:1.7.7.2]
K00368	188.97	full	all	0.987466	1412	1253	2928	524	5.83	0.590	nitrite reductase (NO-forming) [EC:1.7.2.1]
K00370	811.40	full	trim	0.982071	2838	2345	3588	1773	2.36	0.590	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00371	367.87	full	trim	0.983484	2838	2149	2200	815	1.90	0.590	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]
K00372	1061.10	domain	all	0.802207	2600	2468	4407	933	2.58	0.590	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
K00373	78.27	full	all	0.991735	2763	2107	1314	286	8.44	0.590	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
K00374	191.57	domain	all	0.944834	2753	1986	1139	294	2.56	0.590	nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]
K00375	342.40	full	all	0.981407	8903	8003	5920	616	7.63	0.590	GntR family transcriptional regulator / MocR family aminotransferase
K00376	413.73	full	all	1.000000	891	777	1463	674	1.75	0.590	nitrous-oxide reductase [EC:1.7.2.4]
K00378	633.77	full	all	0.750000	16	16	823	421	1.07	0.590	hydroxylamine oxidase [EC:1.7.2.9]
K00380	518.13	full	all	0.805485	4589	4000	7195	923	8.00	0.590	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K00381	465.53	domain	trim	0.825812	4008	3458	4398	1184	4.81	0.590	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K00382	477.40	full	all	0.947502	16864	14450	6991	659	5.70	0.590	dihydrolipoyl dehydrogenase [EC:1.8.1.4]
K00383	542.57	full	all	0.898050	5660	4959	3756	558	3.48	0.590	glutathione reductase (NADPH) [EC:1.8.1.7]
K00384	343.17	full	all	0.823864	15762	13701	6214	543	12.21	0.590	thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00385	264.27	domain	all	0.947016	452	368	553	294	2.47	0.590	anaerobic sulfite reductase subunit C
K00386	91.20	domain	all	0.988091	93	85	196	104	1.75	0.590	sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1]
K00387	450.67	domain	all	0.836382	1430	1379	4852	644	4.01	0.590	sulfite oxidase [EC:1.8.3.1]
K00389	47.10	full	all	0.980958	2447	2042	1191	246	15.78	0.590	inner membrane protein YidH
K00390	161.83	full	all	0.864707	6493	5647	3547	472	12.06	0.590	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00392	585.43	full	trim	0.844093	2103	1963	2988	996	5.79	0.590	sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00394	516.60	full	all	0.998390	324	311	933	579	1.37	0.590	adenylylsulfate reductase, subunit A [EC:1.8.99.2]
K00395	83.23	domain	all	0.998308	326	298	230	145	1.70	0.590	adenylylsulfate reductase, subunit B [EC:1.8.99.2]
K00399	781.23	full	all	1.000000	177	162	673	556	0.80	0.591	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]
K00400	478.37	domain	all	1.000000	255	227	913	534	1.19	0.590	methyl coenzyme M reductase system, component A2
K00401	516.33	full	all	1.000000	176	154	509	444	0.90	0.588	methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]
K00402	349.70	full	all	1.000000	176	152	304	256	0.80	0.590	methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]
K00404	660.57	full	trim	0.860470	3127	2622	1452	531	4.36	0.590	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
K00405	277.83	full	all	0.870630	2952	2331	1885	287	4.25	0.590	cytochrome c oxidase cbb3-type subunit II
K00406	96.50	domain	all	0.981347	3302	2931	2837	396	8.03	0.590	cytochrome c oxidase cbb3-type subunit III
K00407	21.07	domain	all	0.980684	2711	2048	323	83	17.07	0.684	cytochrome c oxidase cbb3-type subunit IV
K00408	462.70	domain	all	0.818097	959	740	2534	394	2.26	0.590	wingless-type MMTV integration site family, member 4
K00410	729.07	full	trim	0.639820	295	253	1161	543	1.27	0.590	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit
K00411	82.67	domain	all	0.998759	4837	4034	2134	558	5.91	0.590	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
K00412	323.40	full	all	0.859751	3647	2954	3129	517	5.65	0.590	ubiquinol-cytochrome c reductase cytochrome b subunit
K00413	60.63	full	all	0.961924	4322	3727	3966	359	4.85	0.590	ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00414	761.90	full	all	0.903265	479	459	959	481	1.87	0.591	ubiquinol-cytochrome c reductase core subunit 1
K00415	386.60	full	all	0.933123	1073	1034	1878	582	5.04	0.590	ubiquinol-cytochrome c reductase core subunit 2
K00416	34.27	full	all	0.994418	1473	1249	1373	147	5.89	0.590	ubiquinol-cytochrome c reductase subunit 6
K00417	35.87	full	all	0.997596	1443	1245	1033	210	7.35	0.590	ubiquinol-cytochrome c reductase subunit 7
K00418	37.37	full	all	0.995703	931	811	613	153	5.92	0.590	ubiquinol-cytochrome c reductase subunit 8
K00419	40.97	full	all	0.998140	998	805	631	139	6.94	0.590	ubiquinol-cytochrome c reductase subunit 9
K00420	26.40	domain	all	0.989368	730	611	403	116	5.98	0.590	ubiquinol-cytochrome c reductase subunit 10
K00421	758.13	full	all	1.000000	7	7	718	558	0.62	0.592	laccase [EC:1.10.3.2]
K00422	298.60	full	all	0.992700	912	889	2598	616	2.44	0.590	polyphenol oxidase [EC:1.10.3.1]
K00423	645.13	domain	all	0.950556	1006	934	2978	841	4.65	0.590	L-ascorbate oxidase [EC:1.10.3.3]
K00424	34.70	full	all	0.998527	1852	1024	609	278	2.33	0.589	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
K00425	119.83	full	all	0.997410	9564	7753	4094	590	5.90	0.590	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
K00426	42.37	full	all	0.996978	9512	7615	2441	421	7.88	0.590	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
K00427	914.37	full	trim	0.958170	510	323	867	551	0.95	0.589	L-lactate permease
K00428	136.50	full	all	0.963523	5032	4599	7601	555	12.28	0.590	cytochrome c peroxidase [EC:1.11.1.5]
K00430	110.37	domain	all	0.958099	16885	15623	12279	474	7.13	0.590	peroxidase [EC:1.11.1.7]
K00431	1147.43	full	all	0.933334	572	569	7395	1135	2.10	0.590	thyroid peroxidase [EC:1.11.1.8]
K00432	53.03	full	all	0.869399	12141	10470	3773	254	6.64	0.590	glutathione peroxidase [EC:1.11.1.9]
K00433	197.20	domain	all	0.941158	4444	4054	1929	391	11.59	0.590	non-heme chloroperoxidase [EC:1.11.1.10]
K00434	324.40	domain	all	0.902719	1409	1305	2865	380	4.39	0.590	L-ascorbate peroxidase [EC:1.11.1.11]
K00435	264.77	domain	trim	0.926375	1762	1414	603	264	2.34	0.590	hydrogen peroxide-dependent heme synthase [EC:1.3.98.5]
K00436	652.17	full	all	0.987739	348	331	665	475	1.23	0.590	NAD-reducing hydrogenase large subunit [EC:1.12.1.2]
K00437	793.97	full	all	0.526202	139	130	914	546	1.53	0.591	[NiFe] hydrogenase large subunit [EC:1.12.2.1]
K00440	303.77	full	all	0.969690	149	137	653	408	2.52	0.590	coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]
K00441	218.80	full	all	0.834491	651	611	1735	464	7.60	0.590	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]
K00442	135.90	full	all	0.993197	173	148	307	161	1.85	0.590	coenzyme F420 hydrogenase subunit delta
K00443	173.00	full	all	1.000000	145	126	442	236	1.03	0.591	coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]
K00444	494.10	full	all	0.919351	1211	1000	3582	474	2.56	0.589	wingless-type MMTV integration site family, member 5
K00445	446.03	full	all	0.958164	724	616	2513	468	1.61	0.590	wingless-type MMTV integration site family, member 6
K00446	195.50	full	trim	0.933166	447	408	753	327	4.47	0.590	catechol 2,3-dioxygenase [EC:1.13.11.2]
